symbol,r2,sum,sq_sum,res,cnt
002960.SZ,0.122979,143.537,27424.8,24050.6,12080
300743.SZ,0.156648,-52.2891,1677.21,1413.85,3681
002878.SZ,0.174257,-385.076,4366.53,3589.52,7600
002334.SZ,0.205494,-660.995,7858.8,6210.58,10429
002036.SZ,0.163873,48.3452,5468.03,4571.84,15115
300647.SZ,0.19386,-240.349,9464.7,7623.88,7773
002971.SZ,0.185697,136.132,6014.97,4895.48,5969
000582.SZ,0.24823,-368.961,5405.18,4051.24,8380
002617.SZ,0.186012,-1582.81,30834.4,24986.4,18144
002731.SZ,0.137014,-678.418,13629.7,11718.8,9151
002915.SZ,0.145084,55.5731,3478.07,2973.04,6269
002016.SZ,0.203228,393.27,8319.72,6614.14,8335
002528.SZ,0.165709,-460.131,7630.94,6344.61,8098
300400.SZ,0.166541,-2065.66,14791.1,12106.2,16051
002215.SZ,0.23847,-588.719,7897.04,5991.6,11871
002406.SZ,0.200208,1539.23,44113.5,35165.7,16340
002237.SZ,0.120885,1548.72,23716.2,20759.8,23588
000538.SZ,0.197246,287.34,7954.16,6381.99,20424
002807.SZ,0.295448,-83.2478,5553.13,3912.01,10633
000030.SZ,0.151895,599.886,35029.8,29679.9,10499
300526.SZ,0.181513,-701.637,17329.2,14137,8623
002320.SZ,0.0686946,828.121,21503,19984.7,15503
002683.SZ,0.141901,254.862,57579.4,49406.3,21864
300016.SZ,0.181587,-451.468,14679.3,12002.7,15151
000046.SZ,0.0129641,1460.5,12324.6,11936.4,9215
002574.SZ,0.0488031,-543.905,8198.32,7745.52,5340
002179.SZ,0.172038,247.423,21348.6,17673,18027
000007.SZ,0.00824811,-205.194,2806.95,2775.85,5257
300411.SZ,0.010187,-337.505,16574.9,16397.5,13301
000733.SZ,-0.0046343,-32776.9,1.45995e+07,1.45953e+07,15014
002527.SZ,0.196632,-103.127,3904.83,3135.37,5186
300571.SZ,0.162464,-1398.2,10351.9,8506.09,9984
300107.SZ,0.112044,-522.061,15687.2,13911.9,13754
002507.SZ,0.121076,-267.93,19140.3,16819.7,19969
000698.SZ,0.149156,3379.4,62769.8,53026.1,25489
300126.SZ,0.20299,-423.711,6461.34,5126.14,6060
000789.SZ,0.121121,-1261.36,12467.5,10906.2,27299
000923.SZ,0.248062,403.069,8676.04,6508.81,8129
002004.SZ,0.297243,-1051.54,8959.03,6230.44,11848
300254.SZ,0.00518594,-1248.7,24480.9,24179.9,8911
002385.SZ,0.111448,380.313,62059.9,55141.2,58124
000712.SZ,0.2424,629.622,14758.9,11164.2,17498
002045.SZ,0.175779,-172.804,3656.32,3010.7,8448
002835.SZ,-0.00901663,180215,2.34366e+08,2.34692e+08,18335
002508.SZ,0.130724,1457.93,23303.7,20170.4,21249
002689.SZ,0.0648062,383.369,14720.9,13755.4,11901
000001.SZ,0.122514,-237.107,14623.6,12830.9,43120
000828.SZ,-0.0297388,-288175,1.42533e+08,1.42245e+08,18890
002207.SZ,0.167901,-792.426,21641.4,17861.6,3575
300401.SZ,0.264051,-1472.68,58407.3,42922.6,25638
300590.SZ,0.0630717,-81.8633,4961.65,4648.05,9528
002423.SZ,0.285072,539.625,6194.32,4404.55,8696
002701.SZ,0.183691,55.3476,18453.2,15063.3,11841
000672.SZ,0.00806321,-196.476,5187.16,5143.44,20142
002403.SZ,0.142497,-17.3844,2642.05,2265.49,3580
002463.SZ,0.0671219,-42.2891,2428.37,2265.3,21686
002736.SZ,0.190826,280.587,11126.5,8999.56,17259
000848.SZ,0.26461,-479.124,9078.7,6663.1,12711
002489.SZ,0.249125,-423.819,16504.7,12384.2,15361
300619.SZ,-0.0166935,-110.634,3301.39,3353.14,3704
002421.SZ,0.317331,-100.633,9395.28,6413.26,11589
300403.SZ,0.327793,-947.884,11581.3,7723.5,9821
300027.SZ,0.0556237,88.2759,40049.8,37821.8,23898
002465.SZ,0.125997,414.143,12213,10668.3,25338
300237.SZ,-0.0944599,-93.3805,9012.3,9862.38,7823
002655.SZ,0.0539843,-68.5414,8963.15,8479.02,16811
300233.SZ,0.206287,-533.637,15826.5,12544.9,13464
300819.SZ,0.0775413,57.7189,3622.22,3340.75,5089
002345.SZ,0.0488401,34.8817,3948.81,3755.75,5763
002184.SZ,0.15871,-754.784,5416.68,4513.02,10898
300103.SZ,0.121943,238.878,9459.4,8300.35,9047
002913.SZ,0.358201,447.143,4193.91,2670,5928
300310.SZ,0.142519,-644.284,6881.88,5868,10761
300435.SZ,0.254906,-613.761,7653.26,5671.08,8963
300158.SZ,0.255219,-2670.74,15602.5,11298,16478
300413.SZ,0.132828,307.923,19803.4,17169.7,24830
300228.SZ,0.244861,-463.026,33570.4,25336,11301
002139.SZ,0.236919,-790.437,17702.5,13483.2,18879
002785.SZ,0.0408034,-772.006,36225.4,34705.1,13567
300127.SZ,0.143316,153.78,8099.13,6936.51,10757
002626.SZ,0.144727,200.203,27667.4,23662.2,34761
002115.SZ,0.112267,-107.816,3214.09,2852.2,9880
002379.SZ,0.130515,906.651,34658,30081.5,13458
002827.SZ,0.117842,1175.16,81316.8,71642.8,13321
002439.SZ,0.187901,-291.61,10500.1,8524.33,25088
002159.SZ,0.004796,272.964,20817.9,20702.8,4853
002979.SZ,0.106074,-1615.58,24571.7,21778.3,12480
000833.SZ,0.0505626,112.093,3889.41,3690.29,4851
300149.SZ,0.267765,-507.226,40002.2,29280.9,18608
300010.SZ,0.162603,2452.09,27758.7,23033.9,23845
300202.SZ,0.116649,364.376,8442.95,7447.66,11244
002291.SZ,0.0280446,-338.436,4461.27,4328.98,15504
002013.SZ,0.158545,-1298.93,72534.2,60979.4,25924
002495.SZ,0.239358,-1215.81,16812.6,12630.7,7133
300142.SZ,0.114201,-1637.8,87749.2,77679.6,48921
002371.SZ,0.0954612,452.206,50975.9,46102.8,26665
000756.SZ,0.150559,-1400.52,8901.88,7441.84,13910
002702.SZ,0.144575,-1490.45,33238.1,28342.6,21090
000906.SZ,0.264639,-133.554,10501.5,7720.57,7302
300264.SZ,0.300028,-168.428,6624.83,4634.04,6306
300188.SZ,0.22958,97.4322,6965.92,5366.16,13984
300278.SZ,0.152567,2119.28,126241,106514,8150
002123.SZ,0.260746,-393.575,13251,9789.15,17098
000565.SZ,0.348736,-1.9995,4315.43,2810.48,5034
300271.SZ,0.0917206,-228.567,16056.5,14580.4,14016
002927.SZ,0.0192399,-235.464,3818.84,3735.71,5634
300058.SZ,0.191591,-557.515,14548.6,11748.4,19661
002384.SZ,0.0831221,565.878,13477.7,12348.1,31518
002351.SZ,0.0658584,-1307.11,14793.5,13749.2,22817
000721.SZ,0.00389261,-243.399,15900.5,15834.4,13837
300318.SZ,0.0811086,-6977.13,391118,358092,34315
002198.SZ,0.105603,-591.28,7223.62,6412.81,6518
000630.SZ,0.25997,-86.6193,14199.3,10507.5,16082
000822.SZ,0.00941734,428.216,23690.2,23448.6,9791
002510.SZ,0.0644599,683.58,53455.4,49982.6,16151
300450.SZ,0.121236,300.407,28592.4,25123.1,27021
300664.SZ,0.0431021,77.8544,6717.13,6427.19,13724
002961.SZ,0.0609667,-19.1123,2952.54,2772.48,6492
002405.SZ,0.100689,177.562,7448.46,6697.42,26913
000338.SZ,0.113271,-431.299,12540.4,11114.3,28981
300320.SZ,0.218367,1110.17,27507.1,21435.3,14804
002262.SZ,0.0928258,-2061.48,35821,32344,25379
002223.SZ,0.177235,-738.069,10841.3,8904.98,30208
002362.SZ,0.00240702,-103.057,1424.31,1419.44,7315
300194.SZ,0.292748,-3548.88,31915.6,22148.1,20995
002281.SZ,0.133203,81.1836,5327.95,4617.79,12422
300773.SZ,0.0187865,-205.752,7888.12,7737.85,19976
300531.SZ,0.205469,711.045,44568.3,35387.7,17357
300131.SZ,0.168863,-343.996,10076.5,8367.3,12798
002668.SZ,0.150632,916.918,26474,22451.4,20520
300059.SZ,0.133339,113.661,74564.9,64622.4,125361
002156.SZ,0.166827,155.007,18220.2,15179.8,28769
000510.SZ,0.156131,-335.32,36826.1,31070.4,15797
300429.SZ,0.110065,-234.284,6015.29,5349.05,11707
002182.SZ,0.209854,-4055.23,99992.9,78629.6,34245
300342.SZ,0.135444,-644.819,5364.53,4611.9,13808
300277.SZ,0.151965,-205.935,15020.5,12733.8,8729
002706.SZ,0.166792,871.611,35795.5,29793.2,19827
002625.SZ,-0.0203162,2.03308e+06,3.2713e+09,3.27668e+09,69050
000058.SZ,0.136732,5203.81,76477.8,64989.2,22660
300610.SZ,0.119695,296.166,68975.2,60713.2,12940
000826.SZ,0.155065,-34.6723,4553.28,3847.12,9639
002006.SZ,0.238754,-237.815,7770.68,5909.13,6865
000021.SZ,0.108371,430.09,11549.5,10291.4,25272
300716.SZ,0.293663,419.063,6514.93,4578.58,5357
000623.SZ,0.160208,-274.336,2695.76,2258.33,11383
002631.SZ,0.143045,-2.63011,11708.1,10033.3,7689
002657.SZ,0.134773,-276.948,4222.47,3646.19,9213
300003.SZ,0.195321,5.73355,15417.2,12405.9,23711
000581.SZ,0.288901,79.5373,17218.2,12243.6,19520
300492.SZ,0.148315,-450.688,8070.74,6846.89,6444
002370.SZ,0.0131982,-114.408,4567.81,4506.11,9125
300308.SZ,0.222215,397.463,14320.5,11133,23244
002419.SZ,0.236254,-644.152,13685.7,10433.2,16486
002863.SZ,0.149746,417.184,8022.88,6801.66,7464
300073.SZ,0.215176,348.785,41449.5,32526.2,21748
300133.SZ,0.184651,15.7923,42316.6,34502.8,32107
300109.SZ,0.102779,-192.437,9407.47,8437.08,9482
002346.SZ,0.0977141,-633.103,73364,66171.6,15266
002065.SZ,0.0403426,99.3909,6408.09,6149.14,22193
002812.SZ,0.150624,-704.646,33927,28801.2,27107
002131.SZ,0.220339,163.854,22552.2,17582.2,23409
002061.SZ,0.168501,305.57,17145.4,14251,14448
300033.SZ,0.187065,1220.43,11492.6,9293.49,24569
002001.SZ,0.143734,-956.135,13282.1,11346.9,29969
002729.SZ,-0.0992634,175.624,5374.65,5899.57,3949
002413.SZ,0.11178,-1927.89,42110.5,37309.9,35295
300518.SZ,0.130037,-52.8369,3246.28,2823.77,6452
300128.SZ,0.102513,-87.072,23692.5,21263.2,12484
000040.SZ,-0.0169151,-3.98606,4546.96,4623.87,7976
002250.SZ,0.180981,-56.2534,21388.1,17517.1,12365
002432.SZ,0.178612,-792.214,8286.76,6775.91,16772
002907.SZ,0.0502694,-154.116,3144.99,2983.31,6291
300106.SZ,0.243788,42.2948,10184.5,7701.48,7874
000560.SZ,0.188944,1335.33,50614.5,40959.3,15747
300253.SZ,0.177157,1728.91,38649.9,31720,29708
300634.SZ,0.145104,1007.54,40621.3,34678.7,17976
002416.SZ,0.188469,1273.33,79531.7,64504.4,34590
002068.SZ,0.112266,-1910.19,81772.2,72405.2,17343
300029.SZ,0.245005,572.187,5906.52,4418.47,6039
300042.SZ,0.157442,185.126,5705.17,4804.05,10027
002940.SZ,0.110705,-70.4161,5479.78,4872.55,7445
300567.SZ,0.171479,200.812,19454.4,16116.5,17495
300136.SZ,0.156487,-1709.99,45149.9,38021.5,39162
002488.SZ,0.21904,1098.5,9696.82,7477.67,9903
300301.SZ,0.0921392,-289.227,6254.25,5661.73,4670
002387.SZ,0.0570593,2196.12,34346.3,32127.8,17577
002120.SZ,0.102212,-433.228,3171.33,2837.71,17788
002850.SZ,0.224281,-2018.25,17102,13059,15241
300727.SZ,0.232684,-142.382,6680.91,5123.34,5142
002312.SZ,0.246112,1106.8,27926.2,21000.2,17426
002664.SZ,0.215949,527.297,64854.6,50839.7,22505
000616.SZ,0.172003,1159.1,42951.4,35487.6,14639
002896.SZ,0.215555,37.6289,5413.25,4246.18,5137
300015.SZ,0.17734,-68.3488,18760.7,15433.6,27976
000596.SZ,0.214142,465.928,8277.54,6488.04,10075
300805.SZ,0.10034,-176.982,2714.78,2436.84,5088
300769.SZ,0.303237,-40.2011,7716.27,5376.25,7087
002399.SZ,0.109454,195.565,10135.7,9023.98,14594
002300.SZ,0.0971896,-59.6369,4158.33,3753.71,6754
000862.SZ,0.215426,272.476,6638.25,5201.27,8395
002750.SZ,0.107788,-406.81,2644.61,2339.62,7406
002482.SZ,0.175943,1693.09,39150.5,32040.6,10656
002297.SZ,0.142657,651.203,28780.5,24656.4,19784
002267.SZ,0.116836,-33.6264,2280.91,2014.24,5774
002361.SZ,0.0223692,-400.524,11312,11048,14282
002959.SZ,0.120645,-52.4051,8328.67,7323.68,14179
300750.SZ,0.0845409,-1175.87,19422.6,17755.5,50468
300681.SZ,0.126456,-87.5823,7961.54,6952.93,3656
002796.SZ,-0.0544844,-154.296,1553.91,1634.87,6783
300678.SZ,0.25108,146.787,7692.55,5759.32,9017
000423.SZ,0.193803,89.5776,13677.4,11026.2,16013
300454.SZ,0.1815,45.6514,11306.3,9254.07,12216
000004.SZ,-0.0368425,-97.2399,1879.05,1946.81,6680
300580.SZ,0.440619,894.813,16880.3,9381.28,7315
300682.SZ,0.115917,-217.832,7118.26,6289.18,10607
000685.SZ,0.181057,51.2918,2417.45,1979.45,7143
002962.SZ,0.0428703,93.8909,5033.37,4816.66,9068
300432.SZ,0.213068,-553.875,92360,72670.2,22312
002160.SZ,0.181331,394.343,14635.6,11971.8,12776
002560.SZ,0.116718,835.075,35849.2,31636.7,21786
300407.SZ,0.0870238,-41.2856,2504.75,2286.46,4978
000998.SZ,0.118414,2656.24,162426,143097,65168
300224.SZ,0.0874736,-392.055,11997.4,10937.5,13405
300725.SZ,0.235886,142.485,12304.1,9400.44,12175
002293.SZ,0.165653,-503.634,5087.89,4204.08,5164
000100.SZ,0.179224,912.584,28646.6,23497.4,45186
300325.SZ,-0.00635579,186.328,9325.44,9380.81,8944
300666.SZ,0.159106,-522.104,15268.5,12826.9,18557
002838.SZ,0.03447,-24.9277,5701.42,5504.86,16741
300537.SZ,0.143185,3.42375,1816.16,1556.11,6476
002742.SZ,0.0825394,-216.579,11708,10735.8,7397
002798.SZ,0.162106,425.384,36192.4,30312.8,12078
002027.SZ,0.241262,-1870.98,26559.1,20064.9,30708
002567.SZ,0.131519,55.1771,12604.7,10946.8,19139
300584.SZ,0.186532,33.8477,17204.5,13995.2,9279
300474.SZ,0.126912,265.722,19233.5,16788.5,15386
002344.SZ,0.235877,-432.603,6392.4,4865.76,7599
002745.SZ,0.206156,291.917,30136.6,23921.5,29542
002304.SZ,0.175501,-275.906,5198.41,4282.72,18685
002270.SZ,0.0917317,8454.73,1.06402e+06,964665,37055
002453.SZ,0.0996989,-107.138,39969.9,35984.1,12934
000791.SZ,0.0372522,88.688,3520.65,3388.33,6499
000901.SZ,0.148444,-2.16258,12974.4,11048.5,18148
300601.SZ,-0.00152927,81534.1,1.7806e+08,1.78051e+08,23649
002777.SZ,0.195259,-295.077,6089.83,4894.31,10907
002440.SZ,0.149178,224.81,3895.01,3309.84,10431
300017.SZ,0.182571,498.682,13602.5,11109.8,21907
300145.SZ,0.296732,-493.233,13482.7,9464.94,10055
300708.SZ,0.16852,1267.63,42398,35183.5,19227
300787.SZ,-0.00571172,6.80804,2903.93,2920.51,6182
002459.SZ,0.226318,33.1514,22765.1,17612.9,18027
000036.SZ,0.289128,-348.369,6338.3,4496.69,9553
300477.SZ,0.169834,-389.394,42977.6,35669.2,13429
300331.SZ,0.114913,0.641168,5781.75,5117.35,7695
002675.SZ,0.252938,1186.64,40301.8,30059.9,21865
300625.SZ,0.097216,-250.921,2680.15,2409.1,5414
300732.SZ,0.146776,-206.766,3473.02,2956.9,5738
000807.SZ,0.235104,1602.02,45911.9,35057.4,32497
300817.SZ,-0.0222145,-103.038,6699.37,6846.77,7619
300751.SZ,0.245349,209.663,18476.4,13939.5,8852
300806.SZ,0.0912273,74.6948,7009.47,6369.37,7799
000766.SZ,0.0720652,-639.239,5560.06,5111.73,7960
002187.SZ,0.136184,-2311.69,14492.4,12204.4,14684
300777.SZ,0.206498,936.448,20797.3,16451.5,13591
300575.SZ,0.299553,83.5847,25488.6,17853,12696
002693.SZ,0.0329899,-18.0792,2862.53,2768.04,5712
000908.SZ,0.139445,2345.69,66136.8,56713.5,23570
002963.SZ,0.0169529,-87.7783,2571.18,2526.22,5537
002142.SZ,0.11425,1371.45,36745.1,32499.7,35272
000429.SZ,0.0524294,-12.5887,3567.23,3380.18,5610
000893.SZ,0.0908264,1776.62,31202.8,28124.7,11760
002098.SZ,0.134773,-140.653,5298.18,4580.41,4607
002517.SZ,0.122045,-1009.72,55568.2,48753.8,27483
002311.SZ,0.181065,1013.78,25090.8,20510.6,22642
002579.SZ,0.141004,53.2945,11014.7,9461.33,11555
000968.SZ,0.0821063,-177.919,11949.2,10965,9401
300008.SZ,-0.00689324,76160,1.21121e+08,1.21724e+08,25128
300697.SZ,0.191072,-51.9561,9782.72,7913.17,6204
000716.SZ,0.143697,-658.165,14723.6,12575,11275
002890.SZ,0.164312,573.002,21828,18202.2,7001
002825.SZ,0.256389,413.007,9239.64,6852.54,6985
002049.SZ,0.0813674,-2841.01,72285.7,66280.4,59976
000333.SZ,0.117162,925.774,8497.88,7479.44,33181
300658.SZ,0.259938,143.979,7375.75,5456.84,9178
002842.SZ,0.137605,-322.871,6348.47,5462.75,7406
300282.SZ,0.0195756,19.0737,2927.46,2870.09,5732
002640.SZ,0.184112,-840.028,21264.1,17318,18497
002889.SZ,0.170369,143.067,1364.35,1126.96,3430
002394.SZ,0.15349,15.3358,2704.28,2289.16,5523
002709.SZ,0.167947,-622.129,24319.8,20221.5,23237
300046.SZ,0.127321,94.4378,2343.24,2043.98,8515
002099.SZ,0.150365,-593.19,7719.5,6534.91,12540
002340.SZ,0.290135,-1024.31,23434,16609.1,28743
002767.SZ,-0.10914,-14.0542,71241.7,79017,5864
000713.SZ,0.199495,-314.047,35891.4,28728.6,30485
000558.SZ,0.0542007,565.317,26382.6,24925.1,10988
300358.SZ,-0.00248045,31786,5.23868e+07,5.2454e+07,16128
002442.SZ,0.0898303,3561.88,67705.9,60921.4,16437
002140.SZ,0.0320515,603.617,9058.12,8728.41,8954
300591.SZ,0.203916,-1381.52,22211.7,17529,9904
002600.SZ,0.0827559,313.578,36287.7,33282.9,50343
002162.SZ,0.189888,-288.807,7027.66,5682.36,6238
000960.SZ,0.128807,244.932,6537.4,5691.12,12400
300564.SZ,0.168678,-986.542,6894.53,5632.07,8131
002242.SZ,0.192222,-141.404,8299.55,6703.1,14833
300177.SZ,0.147098,5043.6,105558,89137.6,24293
000665.SZ,0.0368718,406.053,14959.9,14393.3,10629
002583.SZ,0.248608,447.646,11037.9,8285.25,17563
300488.SZ,0.27689,-25.3258,5157.41,3729.25,3549
002097.SZ,0.256028,1111.4,19397.2,14380.8,18332
300737.SZ,0.16886,-454.098,33661.3,27966.2,15397
002009.SZ,0.124911,1638.35,45776.6,39887.7,13748
002302.SZ,0.0894756,-217.968,5922.08,5388.88,13022
300370.SZ,0.287533,949.872,18154.2,12739.9,3307
300215.SZ,0.245116,798.434,31004.4,23370.1,13875
002697.SZ,0.141211,0.151813,5897.78,5064.95,13681
002075.SZ,0.220901,1216.88,16480.8,12779.9,19163
002666.SZ,0.229907,-734.827,7825.39,5981.3,9245
300733.SZ,0.276023,199.2,7668.13,5546.34,5519
300218.SZ,0.0775555,-345.369,26207,24162.7,9319
002852.SZ,0.159119,121.033,9752.84,8199.87,11139
300257.SZ,0.256936,1751.22,20508.6,15108.7,17460
300363.SZ,0.238051,-4626.06,43800.6,32727.2,25220
002599.SZ,0.255561,342.676,9970.48,7406.99,5668
300763.SZ,0.125409,91.1292,34214.8,29923.3,12005
002471.SZ,0.127475,96.5558,35580.4,31044.2,13735
002269.SZ,0.0915229,-246.917,12778.9,11601.5,7118
300652.SZ,0.0490991,-48.6608,4379.18,4163.56,3732
300470.SZ,0.214878,-494.932,15795.6,12378.5,8396
300447.SZ,0.239645,472.865,21287.3,16168.5,9770
002715.SZ,0.241857,-306.833,7689.86,5814.51,4606
000525.SZ,0.0168291,-202.541,3679.03,3613.77,12049
002114.SZ,0.313699,29.3253,7359.21,5050.52,5156
300390.SZ,0.133567,-764.564,31393.7,27173.9,19057
300778.SZ,0.310049,-447.74,13196.8,8929.17,786
300637.SZ,0.15903,-239.324,5437.62,4564.97,6094
002043.SZ,0.108706,812.767,44616.2,39735.8,19415
002352.SZ,0.186271,519.414,21868.6,17788.9,35395
000917.SZ,0.190351,218.043,10001.8,8095.1,13518
300352.SZ,0.158332,-135.2,8413.12,7080.1,16160
300712.SZ,0.0678232,-110.885,3207.42,2987.98,6026
000912.SZ,0.215558,673.155,20640,16164.6,13526
000166.SZ,0.295868,-1254.12,18543.6,13011.9,24507
000153.SZ,0.061437,19.8985,31179.3,29263.7,19567
000025.SZ,0.212042,806.229,12404,9728.68,11340
002348.SZ,-0.0892342,50.1545,3030.61,3300.32,3805
002677.SZ,0.171332,4.82255,22138.8,18345.8,10606
300579.SZ,0.127386,795.16,30582.7,26655.5,17598
000089.SZ,0.103808,813.169,23747.7,21253.9,20736
002855.SZ,-0.339154,-66.454,2610.74,3494.64,3831
002672.SZ,0.167694,50.8412,4453.71,3706.57,7657
000788.SZ,0.0876176,-967.123,6382.16,5749.32,11587
000656.SZ,0.228225,1676.86,64538.4,49728.1,26810
002803.SZ,0.114778,760.249,32898.6,29091.8,16668
300274.SZ,5.70206e-05,14450.8,1.6609e+08,1.66074e+08,37105
000068.SZ,0.152146,-162.522,10126.3,8582.53,7232
000650.SZ,0.149551,-686.116,6179.11,5229.33,15582
002191.SZ,0.210927,1035.62,21480.2,16905.2,19129
000059.SZ,0.259834,233.526,17429.1,12897.7,14575
300765.SZ,0.20565,-26.1585,3027.43,2404.77,7223
300552.SZ,0.244278,5.73051,5330.57,4028.43,12217
300346.SZ,0.124974,97.2924,6474.09,5664.6,20893
000404.SZ,0.194357,65.8402,5746.95,4629.37,5642
000042.SZ,-0.0168843,-29.3041,1039.31,1056.59,3270
000708.SZ,0.204508,-281.036,5248.09,4168.9,10623
002867.SZ,0.211035,1572.57,10239.3,7953.02,15558
002084.SZ,0.188343,219.59,47365.2,38441.9,15921
002980.SZ,-0.0791861,-226.902,1816.51,1954.83,10056
000955.SZ,0.235153,726.793,8123.35,6183.73,13747
300266.SZ,0.0254838,-391.896,6884.19,6692.28,9085
300391.SZ,0.194682,-45.1693,4942.28,3979.87,6950
300089.SZ,0.0181225,-123.055,9668.65,9490.19,4588
300298.SZ,0.21068,891.776,50567.3,39880.5,18853
002209.SZ,-0.00272182,57222.6,2.2059e+08,2.2094e+08,13135
300472.SZ,0.138753,-220.1,2598.17,2228.25,4430
300538.SZ,0.203576,194.095,3853.91,3064.92,6785
002839.SZ,0.184788,-128.316,16433.3,13395.8,17794
002956.SZ,0.187229,-299.169,5042.59,4090.39,9000
300300.SZ,0.259713,203.871,11094.8,8210.73,11674
300573.SZ,0.000214323,-4529.57,5.5776e+07,5.57617e+07,8759
002565.SZ,0.0988513,-275.178,18439,16612,15860
002417.SZ,0.0904173,709.066,1.55192e+06,1.41159e+06,49981
002475.SZ,0.0904944,-1944.09,60110.9,54633.9,92123
300333.SZ,-0.186854,-271.479,5348.45,6337.65,8594
300197.SZ,0.297001,1133.95,16364.1,11403.1,8969
000601.SZ,0.152231,162.417,10871.8,9214.53,10096
300630.SZ,0.227756,-1126.56,12217.1,9371.89,15634
300792.SZ,0.178661,174.146,9907.69,8135.71,13405
000070.SZ,0.175885,958.089,29515.3,24284.6,19187
300393.SZ,0.26685,-1075.92,9801.66,7118.58,12572
002449.SZ,0.167894,-165.428,19139.2,15924.8,22681
002153.SZ,0.224235,282.578,9636.68,7471.84,15688
300583.SZ,-0.0669808,-108.615,1977.87,2107.2,3997
002132.SZ,0.288706,277.798,6523.39,4631.25,6236
000863.SZ,0.058617,61.287,12148,11435.4,8076
002022.SZ,0.124923,-303.782,10590.6,9262.96,17434
000910.SZ,0.255117,4063.93,72781,53509.6,17481
002091.SZ,0.354022,-290.563,8930.49,5763.87,10842
300207.SZ,0.18598,-2071.18,73188.1,59485.2,38201
300367.SZ,0.0456674,-255.507,6795.32,6477.66,8485
002881.SZ,-0.078254,-227.181,1720.95,1847.01,6464
000610.SZ,0.0527868,4.7242,11006.5,10425.5,12261
300199.SZ,0.118438,-1155.78,26678,23423,12356
300829.SZ,0.177903,-382.239,10861.3,8917.05,9990
002953.SZ,-0.127712,278.886,2264.94,2545.46,10040
002749.SZ,0.163911,-223.774,4814.96,4018.69,5945
300439.SZ,0.219114,302.153,8895.79,6940.24,11212
002594.SZ,0.130747,1038.52,13354.9,11581.7,34699
002296.SZ,0.17127,-123.894,28911.4,23958.6,11441
002791.SZ,0.139751,1924.87,81979.3,70320.5,15765
000850.SZ,0.157807,-660.346,18445.8,15490.8,8331
300187.SZ,0.325953,-1055.4,9453.68,6265.92,7063
300527.SZ,0.143915,-1072.97,29757.5,25419.9,17923
300559.SZ,0.277036,-2001.99,34240.8,24583.3,16887
000700.SZ,0.0835424,793.942,15377.8,14053.3,14503
002816.SZ,0.21796,127.751,4547.2,3553.6,5109
000973.SZ,0.229366,1952.39,59616.6,45824.3,24851
000878.SZ,0.250258,13.3122,19364.8,14518.6,26268
000676.SZ,0.0850993,196.441,3378.66,3087.81,10602
002941.SZ,0.224396,3149.22,46952.2,36018.3,19329
300024.SZ,0.156201,107.281,6484.06,5470.67,16788
300395.SZ,0.162018,4328.5,83221.9,69051.3,22848
002249.SZ,0.273464,-697.224,21096,15302,14154
002555.SZ,0.211582,-359.503,56240.3,44338,35953
300448.SZ,0.171645,-406.089,9420.43,7791.41,11334
000049.SZ,0.20585,-96.5109,7328.9,5819.63,12052
300568.SZ,0.216028,-270.581,11690.8,9160.7,12482
000913.SZ,0.143383,1184.34,23313.6,19865.3,11380
300085.SZ,0.103162,764.89,15100.4,13516.2,19901
000903.SZ,0.0734761,-2283.35,102136,94520.1,43380
002396.SZ,0.114149,72.9873,3662.07,3243.7,13512
000507.SZ,0.103943,186.226,3475.21,3109.87,7544
300098.SZ,0.077497,-208.716,6947.65,6405.74,11523
300827.SZ,0.146601,-78.7786,14137.2,12064.1,9613
002338.SZ,0.119492,-1719.9,16202.1,14112.2,16926
300138.SZ,0.298021,2706.31,34920.4,24195.4,16170
000555.SZ,0.0967416,318.384,6029.07,5439.49,14484
002462.SZ,0.148395,59.8724,5592.84,4762.49,7647
300444.SZ,0.211477,-123.201,6280.35,4950.13,5779
000683.SZ,0.110058,1426.44,142755,126978,27421
002783.SZ,0.206409,-1198.76,6107.01,4715.52,8709
300629.SZ,0.133578,-137.106,17884.1,15493.6,10189
300672.SZ,0.199543,-231.414,5397.24,4314.92,8034
002538.SZ,0.344839,1035.63,16594.4,10814.7,12256
000815.SZ,0.0760567,-2659.83,32292.2,29415.3,15532
300770.SZ,0.219973,-860.612,14350.1,11142.9,11440
002012.SZ,0.14443,90.3244,5114.73,4375.33,10289
002947.SZ,0.262616,-6.93786,6163.31,4544.73,9761
300801.SZ,0.000147095,-5.57381,2189.08,2188.75,6045
000639.SZ,0.111521,242.71,20188.6,17933.7,15387
300738.SZ,0.141311,-416.045,7603.82,6519.29,14824
002755.SZ,0.134502,-252.105,7408.79,6406.7,9840
002317.SZ,0.14884,194.398,17774,15126.7,18392
002451.SZ,0.0163562,114.477,2375,2333.86,5626
000951.SZ,-0.00156064,27934.6,5.20493e+07,5.20814e+07,15910
002556.SZ,0.202001,-1361.12,23142.4,18385.6,18025
002239.SZ,0.139021,-803.586,83184.7,71608.3,46198
300280.SZ,0.233486,-359.537,22569.7,17292,12507
300520.SZ,0.14991,102.953,3721.46,3162.37,7484
002539.SZ,0.298244,-603.257,9779.14,6838.23,10492
002524.SZ,0.186151,-1946.77,77205.4,62703.5,23721
002540.SZ,0.0684879,163.241,17907.5,16678.5,9947
300155.SZ,0.0995681,484.012,9211.32,8275.16,11100
