symbol,r2,sum,sq_sum,res,cnt
000719.SZ,0.232112,-171.321,3108.8,2382.41,4691
300657.SZ,0.168722,96.5177,23023.8,19138.6,12622
002905.SZ,0.119886,381.57,22732.2,19999,16213
002818.SZ,0.351071,296.193,17135.3,11114.5,11116
300558.SZ,0.173878,574.041,21022.8,17354.9,21714
000002.SZ,0.0707745,662.681,11774,10932.7,50679
000009.SZ,0.181005,-335.024,17997.4,14736.4,27485
300305.SZ,0.112868,-331.74,6863.4,6070.08,5232
300297.SZ,0.0937678,2186.58,68313.7,61712.3,22134
000697.SZ,0.0237373,3145.57,127758,124246,20126
002845.SZ,0.286528,4.07624,11883.2,8478.31,11810
002023.SZ,0.149977,-140.21,14650.4,12452.4,20113
002570.SZ,0.2567,-980.047,38377.4,28491,20410
002810.SZ,0.246286,518.472,17523.2,13186.9,9844
300353.SZ,0.16654,-261.693,11684.5,9734.03,12706
002562.SZ,0.124968,-1072.64,9804.07,8510.88,14807
002566.SZ,0.263337,-578.756,5804.18,4240.44,6994
002935.SZ,0.25309,-254.632,9636.39,7192.94,10585
000498.SZ,0.145772,60.961,4764.27,4069.35,7525
000039.SZ,0.17954,48.4455,7757.36,6364.48,16219
000948.SZ,0.190667,-386.472,4261.57,3436.72,9823
300189.SZ,0.0969863,2692.35,87108,78034.2,10465
000400.SZ,0.187285,-210.452,30129.8,24485.8,30833
000993.SZ,0.0484703,1696.65,38980.9,36748.3,7983
000428.SZ,0.0243873,173.334,7141.23,6962.62,6571
000413.SZ,0.135061,34.6177,9628.13,8327.69,17193
300122.SZ,0.100762,1753.73,68454.5,61504.7,52956
002605.SZ,0.234052,-1137.21,12746.4,9709.49,18472
002429.SZ,0.243806,-1997.99,32841.1,24722.7,27072
300307.SZ,0.290254,577.075,19928.3,14120.8,10209
002713.SZ,0.0608652,-214.091,7673.12,7197.77,5170
000069.SZ,0.235593,-199.514,16226.2,12401.7,18046
002093.SZ,0.105957,-917.535,4782.72,4219.08,13232
300811.SZ,0.115685,-283.188,4252.32,3749.16,6315
000859.SZ,0.156865,614.049,16150.2,13596.6,15738
000967.SZ,0.312568,992.575,17907.6,12260.2,13541
300113.SZ,0.172705,-656.624,35772.1,29572.3,16390
002778.SZ,0.0313063,-3.44676,1744.85,1690.22,4037
000430.SZ,0.0327385,371.436,10283.1,9920.88,5209
002714.SZ,0.122772,-3123.05,22129.5,19201.3,40488
300221.SZ,-0.0121973,440.08,11391.4,11507.4,8545
300422.SZ,0.0558017,76.3313,2067.19,1951.09,7326
000090.SZ,0.177582,1089.85,18836.5,15441.7,19628
002967.SZ,0.0538508,-210.642,54316.1,51388.3,14846
002233.SZ,0.224919,1786.03,47650.6,36859.7,33696
300596.SZ,0.192934,185.032,30387.2,24522.8,16835
002015.SZ,0.241396,814.247,24054.9,18210.5,13355
300593.SZ,0.0829415,-764.366,11523.2,10512.3,9729
002643.SZ,0.231072,682.526,9975.4,7645.79,14573
300582.SZ,0.235678,-729.017,6499.8,4905.85,6542
000620.SZ,0.157592,-160.079,5739.76,4830.85,4943
000858.SZ,0.0587738,-173.289,8411.02,7916.04,44180
300340.SZ,0.103524,-625.294,21374.6,19131.7,11635
300676.SZ,0.192411,521.711,20911.1,16878.5,24360
000612.SZ,0.127618,-250.918,29685.8,25895.3,26495
300377.SZ,0.0599424,-178.394,3181.55,2987.73,9638
002923.SZ,0.224237,-484.067,5674.04,4376.99,7352
000897.SZ,-0.0150604,-244.051,5294.71,5364.82,6278
300095.SZ,0.236437,429.085,32586.3,24871.6,13968
000851.SZ,0.0905794,-107.778,6998.99,6364.21,12978
300528.SZ,0.123938,101.422,7576.98,6636.73,7673
002712.SZ,0.32462,54.8741,30171.2,20376.8,10486
000598.SZ,0.1341,-90.6944,3104.56,2687.42,8675
300798.SZ,0.169401,-400.016,19805.8,16434.4,8140
002805.SZ,-0.0750591,-25.8991,1488.04,1599.58,4798
002497.SZ,0.152117,489.936,44224.1,37489.3,26704
002590.SZ,0.127895,191.033,6773.48,5902.5,6806
002324.SZ,0.16001,-998.342,9587.03,8000.46,15930
002548.SZ,0.101997,780.765,11902.4,10657.5,17736
300747.SZ,0.216326,-530.595,9522.66,7440.85,10118
002190.SZ,-0.0051436,179614,3.66885e+08,3.67142e+08,19895
002773.SZ,0.190661,352.702,16098.6,13023.3,16801
002365.SZ,0.26354,-143.347,7169.9,5278.71,9264
300082.SZ,0.227849,335.54,28720.3,22167.9,10232
002494.SZ,0.149086,-157.978,2850.73,2421.88,5529
002283.SZ,0.0394117,-70.351,11405.3,10955.4,11073
300420.SZ,0.322313,890.049,29429,19904.3,13632
000005.SZ,0.10668,-145.034,7184.18,6414.52,5778
002988.SZ,-0.0362065,-95.8314,1628.43,1685.85,6206
002705.SZ,0.199098,1811.13,27776.5,22106,18729
300602.SZ,0.233037,155.78,3659.07,2804.78,11665
300739.SZ,0.211147,-296.898,5078.21,3997.96,8696
300693.SZ,0.167128,-47.2445,4283.31,3567.23,8411
300220.SZ,0.0928251,-85.9901,5336.26,4839.93,6811
000876.SZ,0.122164,207.279,16359.1,14359.3,29191
300496.SZ,0.192729,-1098.2,39972.8,32238,31520
000725.SZ,0.10864,972.207,33102.5,29491.9,58633
002544.SZ,0.203205,814.762,12567.1,9970.46,12325
001872.SZ,0.175965,1239.14,53514.4,43977.1,10492
002506.SZ,0.0610046,22995.5,2.84345e+06,2.66503e+06,100106
300418.SZ,0.205891,-440.899,13751.6,10914.6,27219
000592.SZ,0.201859,2040.39,64740.2,51549.7,27226
002789.SZ,0.0836072,533.889,4364.02,3954.18,5808
300387.SZ,0.230801,36.6119,10210.3,7853.64,8645
300471.SZ,0.105511,98.2028,7700.06,6886.46,7435
002511.SZ,0.187622,-917.219,22820.9,18514.6,27743
000688.SZ,0.273872,-236.183,20995.6,15239.7,6913
300651.SZ,0.216121,-198.712,3636.08,2844.53,5417
300674.SZ,0.253201,687.16,15025.9,11192.6,12289
300386.SZ,0.142831,-664.485,19606.7,16790.3,23778
002206.SZ,0.0813101,205.986,59313.6,54488.1,14699
002695.SZ,0.202107,-451.643,15199.5,12113.7,11702
000888.SZ,-0.0232319,-49.0106,2224.96,2276.22,5733
002044.SZ,0.163567,-469.526,20621.1,17239.5,21274
002727.SZ,0.164363,-547.227,8346.27,6957.86,15080
300594.SZ,-0.0772702,-246.689,1505.48,1608.9,5079
000060.SZ,0.188902,263.556,9113.91,7387.5,11813
002908.SZ,0.190921,1537.79,20981.8,16857.3,16136
002204.SZ,0.17513,-2082.03,27698.6,22671.1,20240
300061.SZ,0.206234,936.406,10903.1,8555.18,7008
002079.SZ,0.260323,269.077,8846.63,6540.45,16750
000557.SZ,0.335406,-1262.35,12336,8091.42,9898
002295.SZ,-0.0805573,-71.4385,1455.95,1571.51,3187
002648.SZ,0.261537,2834.19,30331.3,22074,18279
002813.SZ,0.0790789,-483.186,7599.75,6961.96,5842
002782.SZ,0.231032,-798.143,7056.69,5382.5,11165
000937.SZ,0.1255,-118.897,5110.35,4467.46,8047
002135.SZ,0.284541,774.288,16527.4,11799.3,16882
002756.SZ,0.112881,-175.094,9783.52,8675.94,8461
002367.SZ,0.201527,174.97,21625.5,17266.2,20142
300030.SZ,0.157468,234.363,17000.7,14320.8,16631
000066.SZ,0.117912,1473.08,44678.7,39372.4,50268
002287.SZ,-0.00446961,83976.2,1.24624e+08,1.24798e+08,18483
300835.SZ,0.0722581,93.9582,5306.85,4922.48,9017
002869.SZ,0.0257193,-221.824,3098.75,3015.26,12622
300445.SZ,0.130053,388.043,13727.3,11919.5,5818
000158.SZ,0.161,945.592,20742.3,17372.6,24872
300505.SZ,0.0932073,-128.064,6620.35,6001.09,6776
000938.SZ,0.0609453,-114.434,6271.02,5888.35,25588
300620.SZ,0.205697,-298.735,4728.61,3746.03,7143
002862.SZ,0.103786,-4.37754,3976.48,3563.77,4462
000657.SZ,0.300951,-326.583,11051.9,7719.13,11119
000662.SZ,-0.383824,-65.7154,7865.12,10882.9,5888
300563.SZ,0.281798,-263.975,7394.34,5304.19,7777
002382.SZ,0.232197,1155.75,40949.7,31409.2,31949
000959.SZ,0.272856,-290.948,18507.6,13452.5,11879
000564.SZ,0.105735,-613.766,28248.8,25249.2,26356
300134.SZ,0.0922882,-69.8981,2642.37,2398.02,9134
002241.SZ,0.123326,2828.95,108064,94674.1,112144
000547.SZ,0.10758,-1615.61,32680.1,29100.9,36697
300256.SZ,0.213986,2678.37,55500.8,43334.9,19476
300311.SZ,-0.0327729,-83.2553,3201.83,3305.98,9117
300057.SZ,0.00174787,422.588,28382.8,28310.6,7859
300556.SZ,0.169452,376.763,5616.2,4652.02,9429
300283.SZ,0.0710656,261.255,4735.45,4386.01,4911
300313.SZ,0.040986,544.337,9250.87,8833.36,7410
300251.SZ,0.121666,101.713,14791.9,12991.8,19579
002172.SZ,0.0753108,305.11,6511.41,6008.31,6767
300822.SZ,-0.0157165,-175.164,1204.69,1217.4,5010
300722.SZ,0.084689,130.967,7989.35,7310.83,8227
000531.SZ,0.230254,1317.18,17210.2,13114.8,10060
300135.SZ,0.241467,-194.683,11262.6,8537.78,5488
300170.SZ,0.270502,-646.354,5513.73,3997.63,12375
002678.SZ,0.33415,-247.435,9194.77,6110.65,3489
002042.SZ,0.26041,-352.025,7966.51,5876.82,6055
002149.SZ,0.177622,-832.364,6408.31,5208.28,9223
002231.SZ,0.124203,-528.189,7429.13,6482.82,10357
000750.SZ,0.169657,671.157,16133.1,13379.8,23074
002846.SZ,-0.000292599,-192.938,1860.9,1855.58,6349
002437.SZ,0.154611,209.105,12164.9,10281.5,14638
002411.SZ,-0.00274575,-445.241,3950.77,3946.03,12751
300433.SZ,0.13966,-3246.87,49318.1,42273.4,57803
000411.SZ,0.170353,-1586.83,138439,114793,33315
300522.SZ,0.233035,-284.86,18411.9,14115.2,10206
002472.SZ,0.0751739,570.978,18085.9,16702.2,12473
300312.SZ,0.0794241,1835.56,22977.1,20232.9,3374
300724.SZ,0.205982,-260.181,30035.1,23844.6,14180
000568.SZ,0.181545,-139.762,11739.3,9607.36,22696
300093.SZ,0.0791799,-361.201,10408.5,9570.05,8382
002739.SZ,0.117905,534.243,18514.4,16323.9,33115
300494.SZ,0.120292,533.881,8322.08,7301.94,13157
002520.SZ,0.0874752,157.924,7533.97,6872.17,8245
000035.SZ,0.291784,-594.485,6158.2,4322.13,6384
002723.SZ,-0.0619903,-100.371,1669.34,1771.05,6036
000997.SZ,0.191953,-258.601,4110.78,3318.06,14864
000926.SZ,0.125544,-59.6651,2630.78,2299.88,5017
002082.SZ,0.0885793,215.753,84663,77161.5,19853
300419.SZ,0.133264,-65.8612,5261.18,4559.53,7137
002670.SZ,0.117354,1492.16,41939.4,36934.6,23665
002271.SZ,0.146712,2378.87,33390.5,28341,32048
002170.SZ,0.117034,395.923,17869.3,15769.8,16794
002226.SZ,-0.00226833,52091.7,8.62479e+07,8.63181e+07,21675
002734.SZ,0.224116,-637.099,22889.7,17742.7,18454
300536.SZ,0.0102748,2613.04,1.0479e+06,1.03655e+06,11659
002307.SZ,0.190578,-77.6713,9529.76,7713.17,11468
002582.SZ,0.129472,362.917,5588.47,4856.75,14033
000638.SZ,0.219104,-65.9587,4189.48,3270.79,4510
000632.SZ,0.000406936,-420.148,5941.07,5906.65,5515
002408.SZ,0.304434,1125.46,9544.98,6559.95,11122
300427.SZ,0.221525,3415.07,58341.9,45002.5,21864
002909.SZ,0.265884,1291.51,24165.8,17626.9,10780
002776.SZ,0.253636,123.216,7683.15,5733.13,8734
002234.SZ,0.102292,102.259,4020.46,3608.34,10850
002522.SZ,0.234828,-528.108,8781.52,6698.32,10137
002500.SZ,0.138898,252.877,7516.18,6468.98,17086
002623.SZ,0.204686,118.839,22825.9,18153.1,16152
300498.SZ,0.228741,151.797,6779.6,5228.07,23518
000970.SZ,0.12576,-55.8064,6672.92,5833.55,14219
002521.SZ,0.308279,585.783,9897.8,6813.21,7126
002343.SZ,0.042531,141.754,6034.28,5775.84,10711
002294.SZ,0.279156,-307.088,23751,17116.9,17463
300485.SZ,0.190772,-336.669,12054.7,9749.11,15505
300037.SZ,0.258574,2062.94,50747.4,37481.6,21936
002728.SZ,0.015968,-150.524,2582.99,2536.92,4627
300178.SZ,0.101075,266.915,14018.9,12596.2,11094
002020.SZ,0.27767,677.249,18999.7,13706.9,19301
002724.SZ,0.0873129,9.20367,7982.56,7285.57,6494
000732.SZ,0.212867,-320.973,11771.4,9258.61,11478
300343.SZ,0.0487068,542.251,12659.9,12006.2,7554
300328.SZ,0.191977,-712.627,15596.7,12574.2,14500
002587.SZ,0.0787437,-206.913,10623,9782.39,9668
002467.SZ,0.120312,-235.752,7942.25,6984.14,19055
300091.SZ,0.213004,2063.9,63256.8,49627.9,21628
002982.SZ,0.138592,-122.084,7248.53,6242.5,8883
002618.SZ,0.216969,735.861,6654.74,5164.65,9173
000728.SZ,0.213645,333.44,11686,9184.45,17735
000659.SZ,0.227857,-249.209,6765.44,5212.28,4131
000983.SZ,0.147876,186.486,4511.01,3840.94,9899
002633.SZ,0.293846,65.2312,4629.07,3267.95,3383
002699.SZ,0.0952855,-1755.72,17421.7,15639.3,22790
300273.SZ,0.269863,-36.7482,10490.8,7659.65,12194
300182.SZ,0.272274,295.936,40128.8,29200.3,26374
000736.SZ,0.248625,-1528.35,42419.6,31684.4,9305
300832.SZ,0.157285,-704.417,4230.39,3529.4,11743
000678.SZ,-0.0808754,-146.95,26344.3,28471.8,7561
002607.SZ,0.117665,-248.44,37111.4,32742.6,26443
000506.SZ,0.0358978,250.409,20877.1,20123.2,13413
002757.SZ,0.23928,-408.448,7481.7,5677.97,9397
002627.SZ,0.125872,175.968,15046.8,13149.1,7193
300749.SZ,0.152151,21.8182,11751.3,9963.29,7286
002476.SZ,0.0580162,-130.433,3546.34,3338.39,7262
300084.SZ,0.172867,151.601,5582.91,4614.04,5047
300452.SZ,0.260724,-796.593,10606.5,7790.44,9250
003816.SZ,0.212335,-19.3818,3879.37,3055.62,12074
002832.SZ,0.166028,-1188.04,10564.7,8705.73,11218
300191.SZ,0.184083,-139.961,5744.67,4684.93,7100
002485.SZ,0.116038,-218.144,12035.6,10632.6,6544
002639.SZ,0.119237,-139.856,3499.39,3080.33,9552
002404.SZ,0.123251,-101.195,7759.13,6801.76,8537
300397.SZ,0.136644,-1452.8,9017.33,7689.9,19128
002849.SZ,0.303604,12.3389,4938.99,3439.47,4109
300038.SZ,0.0863333,-42.3049,3889.88,3553.9,10427
300143.SZ,0.124554,-2781.96,36987.7,31941.5,15427
300124.SZ,0.15331,258.467,46857.4,39671.8,29609
002901.SZ,0.177632,-111.127,7298.8,6001.4,11246
300721.SZ,0.110299,2955.13,110854,97832.8,9779
002910.SZ,0.105832,309.856,6207.29,5540.08,8349
300364.SZ,0.135358,1170.24,17622.6,15162.6,15857
300031.SZ,0.301897,72.5024,24163.2,16868.2,18629
300314.SZ,0.238411,1026.16,17972.9,13616.4,11206
300554.SZ,0.141286,1401.39,22218.3,18918.9,10521
002199.SZ,0.0733738,64.8526,3667.51,3397.83,6693
300742.SZ,0.0990537,-494.534,8030.17,7206.17,7710
002381.SZ,0.162911,-1728.51,12973.5,10653,12085
000401.SZ,0.116826,-148.03,4994.36,4409.88,19353
000425.SZ,0.106133,-395.257,7542.36,6735.29,21249
002438.SZ,0.138062,-614.271,45420.9,39130.3,16519
002019.SZ,0.138272,1253.6,17441.4,14974.4,24465
300265.SZ,0.0376695,-223.749,3995.7,3839.52,8514
002951.SZ,-0.0846812,-127.588,1673.66,1811.66,4734
000513.SZ,0.185819,-208.442,17590.9,14320.8,24891
002649.SZ,0.145757,350.605,40377.9,34488.1,23873
002688.SZ,0.214826,-14.9598,7119.65,5590.15,10780
300053.SZ,0.234996,-353.178,31458.1,24060.4,18461
000528.SZ,0.236383,-333.345,7017.96,5352.24,12503
002214.SZ,0.270326,-966.501,16345.2,11897.3,23247
300090.SZ,-0.0393247,-572.174,268295,278610,1440
002057.SZ,0.195234,711.237,19812.3,15920.9,17414
300054.SZ,0.202246,294.487,25267.8,20153.4,16802
300092.SZ,0.250894,269.701,11181.9,8369.47,7831
300815.SZ,0.193149,-178.117,10713.9,8641.78,9388
002087.SZ,0.101588,213.257,3695.01,3314.65,8198
300793.SZ,0.115818,-247.488,4994.8,4410.24,8913
002128.SZ,0.172068,575.388,11873.7,9814.01,16523
002026.SZ,0.084576,-4050,77416.6,69949.6,16330
000909.SZ,0.139625,-544.397,5875.09,5020.01,7335
300410.SZ,0.295539,359.108,11152.7,7846.42,8875
300484.SZ,0.206372,603.169,13501.1,10682.4,8893
002268.SZ,0.219791,34.587,11441.9,8927.04,15197
002400.SZ,0.112681,-986.058,66072.7,58613.1,59389
159949.SZ,-0.914897,223.604,11582.3,22176.7,41068
002466.SZ,0.0901913,637.452,96993.7,88239.2,57020
002261.SZ,0.107132,-213.353,8001.2,7141.43,15679
000031.SZ,0.246454,333.168,5782.41,4346.86,8007
000534.SZ,0.220661,-1772.69,29327.5,22690.1,14755
000989.SZ,0.258162,-343.799,7156.04,5300.33,10572
300384.SZ,0.175388,-126.332,12535.7,10335.8,10241
300383.SZ,0.136091,-655.395,7772.76,6699.53,24052
300236.SZ,0.0887866,318.719,5723.36,5209.51,16249
002353.SZ,0.132016,-4117.55,52808.6,45434.3,36544
000019.SZ,0.177746,112.872,25072.6,20615.4,16240
002479.SZ,0.0152332,-69.0426,2104.86,2072.04,6198
300368.SZ,0.125573,96.4241,16236.7,14197.3,16956
300226.SZ,0.14362,-476.395,4795.16,4084.9,9008
002375.SZ,0.203364,4876.49,92176.7,72584.4,22368
300615.SZ,0.226696,-202.127,1931.54,1487.72,5307
002926.SZ,0.0903482,4540.27,82655.5,74625.5,33349
000735.SZ,0.138307,519.521,23764.7,20471.2,35084
300118.SZ,0.161415,841.291,13715.8,11467.8,17428
002165.SZ,-0.0175558,490043,6.62511e+08,6.64445e+08,25200
300326.SZ,0.0745622,-393.028,12928.3,11955.5,16040
000603.SZ,-0.0107258,138933,1.74569e+08,1.74826e+08,12075
002151.SZ,-0.00652759,1.12952e+06,2.39371e+09,2.39502e+09,89703
002916.SZ,0.0676183,-191.256,3878.64,3614.87,22788
300680.SZ,0.154063,-344.783,36420.2,30801.3,12834
000895.SZ,0.0989192,-7825.12,51187.7,44980.9,48261
300821.SZ,0.146676,101.207,17525.1,14954.3,24691
002531.SZ,0.313145,2943.06,33360,22602,19101
002821.SZ,0.199668,-2013.29,16624.1,13138.3,19486
002665.SZ,0.28332,-476.27,12705,9091.44,11656
002733.SZ,0.0105567,-293.702,2574.08,2538.21,9816
000567.SZ,0.053024,90.4308,5637.26,5337.69,11714
000420.SZ,0.0869931,-9.69166,4259.74,3889.16,7069
001979.SZ,0.140989,329.82,4900.4,4203.11,14638
300700.SZ,0.0283127,-16.2438,5245.42,5096.88,7468
002341.SZ,0.100032,125.117,7897.18,7106.01,11678
300392.SZ,0.214742,261.797,7724.39,6057.7,6783
300348.SZ,0.252436,414.73,19192.8,14341,18719
002931.SZ,0.119923,-432.755,5973.75,5234.98,7368
300152.SZ,0.332737,646.345,9768.63,6471.31,5939
300766.SZ,0.253665,-25.9749,10157.1,7580.57,12004
002285.SZ,0.198664,164.538,61141.1,48993.4,18692
300497.SZ,0.188275,-84.6225,37657.3,30567.1,25558
002469.SZ,0.155644,330.584,36008,30396.8,13587
002848.SZ,0.180108,393.65,15963.3,13076.1,10556
002402.SZ,0.163334,-2471.26,37635,31340.8,34732
002571.SZ,0.0734771,3984.48,277351,256288,21506
300455.SZ,0.179362,-26.9965,32185.6,26412.7,16743
002111.SZ,0.254383,-3988.33,18325.1,13018.4,18386
300612.SZ,0.252876,127.662,22837.4,17061.2,10045
300044.SZ,0.196058,-1295.32,11170.2,8881.74,13705
002873.SZ,0.0714477,-37.204,1929.83,1791.64,4177
300654.SZ,0.22701,5.17046,4003.4,3094.58,5030
300438.SZ,0.213198,504.074,8544.88,6705.55,11377
002547.SZ,-0.165899,-77.2446,2032.72,2369.38,12330
300731.SZ,0.143659,1.79982,2136.28,1829.38,5004
002146.SZ,0.290383,466.754,8792.93,6229.1,14713
300668.SZ,0.124015,82.576,2249.17,1968.51,3465
000799.SZ,0.158932,-6810,74338.4,61715.9,48287
300007.SZ,0.303759,1226.85,14043.3,9711.45,15860
300437.SZ,0.308288,211.084,4127.7,2849.07,5047
300576.SZ,0.0823043,261.304,10289,9438.56,17344
002428.SZ,-0.00101801,20591.5,5.12719e+07,5.13061e+07,23662
300753.SZ,0.0584513,-147.046,3129.87,2943.6,6111
000839.SZ,0.257209,407.197,9507.57,7050.7,10760
300618.SZ,0.178281,-692.247,40396.2,33179.9,27199
000550.SZ,0.202193,270.923,5872.27,4679.21,10220
002983.SZ,0.00505155,-137.685,2788.5,2772.46,9630
300075.SZ,0.171117,256.247,4756.61,3937.57,10660
000651.SZ,-0.0093151,142.6,5768.25,5821.57,50287
300519.SZ,0.213687,-100.257,4657.18,3660.75,6351
002062.SZ,0.154684,360.692,20900.3,17660.2,15186
002331.SZ,-0.00128958,-184.959,3400.4,3399.36,6310
002696.SZ,0.039825,-120.257,5011.51,4810.22,8182
000790.SZ,0.130665,-780.709,7027.47,6054.62,9704
002663.SZ,-0.0609686,22.6031,5887.92,6246.82,6518
300227.SZ,0.242657,-975.248,22441.4,16953.1,16882
000887.SZ,0.24277,5725.07,65704.9,48885.7,28594
300243.SZ,0.125791,765.568,17821,15522,8942
300039.SZ,0.260196,988.621,20503.5,15098.6,10337
002092.SZ,0.0913184,-250.529,8300.84,7538.73,13941
002797.SZ,0.143595,397.691,34813,29811.3,49161
300710.SZ,0.220909,259.823,6023.91,4685.72,7051
300242.SZ,0.169893,162.409,9998.86,8298.43,12953
000032.SZ,0.199735,216.913,13110,10488.1,11091
000667.SZ,0.268284,457.434,16379.3,11971.7,11498
002308.SZ,0.0445798,-396.986,13986.5,13351.5,13147
000779.SZ,0.0987488,13.0861,3131.99,2822.68,4984
000892.SZ,0.178821,13.7,4732.87,3886.51,6573
300759.SZ,0.188551,-1179.96,25944.1,20991.1,18455
002342.SZ,0.0343125,67.3341,6381.1,6161.46,6415
300687.SZ,0.266787,70.0122,16097.8,11802.9,12774
002536.SZ,0.152026,1670.91,27222.3,22911.5,13742
002286.SZ,0.096288,433.944,326872,295394,40248
300055.SZ,0.0485327,-73.7781,3241.34,3083.29,6994
002386.SZ,0.106175,1301.34,65495.2,58462.6,19255
300252.SZ,0.0893754,562.933,54727.1,49818.9,17018
002836.SZ,-0.0160006,-12.0862,1189.75,1208.75,4668
300294.SZ,0.217743,1194.58,30512.3,23812.3,19889
000965.SZ,0.380485,434.383,12395.6,7663.99,7646
002011.SZ,0.20067,52.3424,6893.63,5509.96,6646
000757.SZ,0.0591031,-99.9374,12153,11433.8,9864
002414.SZ,0.158848,1454.94,32081,26931.8,33501
000056.SZ,0.229483,962.12,8807.94,6654.22,5385
002212.SZ,0.204146,-188.287,19063.8,15170.4,17609
002047.SZ,0.174763,162.077,3876.4,3195.75,6777
002216.SZ,0.159493,-346.26,69046.2,58030.5,30390
000541.SZ,0.0865803,-182.356,5208.89,4754.32,8488
300703.SZ,0.133079,-413.573,59650.4,51701.6,14043
002717.SZ,0.0128607,62.8214,3880.94,3830.59,8870
002127.SZ,0.112867,-2218.77,49869.5,44108.2,32894
000530.SZ,0.0895564,15.6165,4141.78,3770.81,5103
300074.SZ,0.276303,159.671,8422.09,6092.3,6724
002038.SZ,0.103878,350.786,6264.86,5605.93,13533
300696.SZ,0.223853,-429.884,43057.4,33408.3,13492
002585.SZ,0.22575,-4110.72,101726,78414.9,37726
300279.SZ,0.184629,-213.289,4461.51,3632.07,6495
002236.SZ,0.162174,1120.4,33540.2,28077,44086
000629.SZ,0.236752,-339.314,9831.2,7495.67,11006
002181.SZ,0.0853451,-892.494,5622.57,5016.38,5767
002452.SZ,0.171533,9.57948,6821.34,5651.25,8198
002518.SZ,0.208587,-235.919,13033.9,10311.5,11818
000875.SZ,0.220602,-866.675,33950.3,26430.6,19412
002620.SZ,0.0900246,402.811,159781,145389,18710
300378.SZ,-0.00978717,270977,4.7993e+08,4.80684e+08,18805
002332.SZ,0.215323,16.6021,11343.2,8900.77,15049
300813.SZ,0.0873097,-24.0094,4471.59,4081.1,6947
002071.SZ,-0.124584,-55.9279,4746.29,5336.86,4767
002619.SZ,0.132473,444.779,51620.3,44772.7,18365
002401.SZ,0.264893,-896.27,7996.57,5832.96,13016
300012.SZ,0.150544,809.97,17601.2,14920.3,17876
300409.SZ,0.277738,631.394,22597.2,16302.7,15634
300123.SZ,-0.000772749,56615.1,1.0498e+08,1.04979e+08,38925
002945.SZ,0.0641089,-462.158,7297.11,6818,17693
300405.SZ,0.02479,-1584.56,29219.5,28228,9167
300115.SZ,0.206951,617.82,14667.6,11618.9,22861
300099.SZ,-0.00944199,531105,9.74634e+08,9.77826e+08,47373
002950.SZ,0.0629025,-350.779,6175.71,5779.72,15327
000680.SZ,0.286016,-2072.15,13317,9213.19,10395
000416.SZ,0.324545,-362.491,9624.61,6489.59,7783
002505.SZ,0.200518,806.706,43016,34368.4,23496
000655.SZ,0.278136,1937.96,64635.5,46502.1,17389
002552.SZ,0.105249,-28.3043,36681.3,32820.6,14708
300078.SZ,0.213664,-146.337,4750.87,3734.34,11736
002202.SZ,-0.0458429,25.2392,12291.5,12855,27411
002185.SZ,0.105603,30.728,34992.1,31296.8,71638
002171.SZ,0.287302,41.2292,27563.8,19644.6,16399
002301.SZ,0.366708,284.742,32803.5,20770.9,16005
002155.SZ,0.175949,585.483,10774,8862.75,18142
002299.SZ,0.100823,-934.025,5984.83,5341.81,19805
300376.SZ,0.102564,-335.256,3340.09,2984.68,7858
002458.SZ,0.0805484,662.771,7422.12,6806.1,22224
002266.SZ,0.243335,-482.927,9906.77,7481.46,12047
002601.SZ,0.121627,-543.427,28306.4,24853.5,25632
000159.SZ,0.290668,2442.09,43007,30283.1,18956
000519.SZ,0.097442,-760.136,24840.1,22403.2,31757
002557.SZ,0.175633,-1735.84,53649.8,44142.1,29194
002673.SZ,0.187639,-793.939,6670.73,5388.26,16638
000980.SZ,-0.00132684,-67.0358,6054.96,6062.25,6108
300608.SZ,0.153075,-328.334,2670.46,2242.24,4698
300512.SZ,-0.000632334,9986.22,9.79796e+07,9.80325e+07,10979
002958.SZ,0.113323,429.258,10309.3,9132.45,19121
002933.SZ,0.188917,-345.441,10102.2,8184.24,10197
000936.SZ,0.187511,84.4201,10034.9,8152.9,15956
002377.SZ,0.156861,-153.593,11985.2,10102.6,7619
002288.SZ,0.107673,-660.656,115016,102619,28875
002831.SZ,0.299047,80.3171,26910.5,18862.7,15463
300238.SZ,0.226333,1682.26,30809.8,23734.7,21516
002059.SZ,0.0430382,-65.2255,4161.21,3981.48,6371
002203.SZ,0.164104,-34.0084,3229.64,2699.52,7745
000524.SZ,0.129489,1102.96,131618,114533,24878
002003.SZ,0.150439,33.5451,2852.7,2423.37,5301
300067.SZ,0.179312,-1282.96,57380.7,47027.6,21079
300150.SZ,0.252181,480.181,7306.94,5432.51,5429
000921.SZ,0.183572,-722.051,23633.9,19273,19053
300357.SZ,0.223354,-73.4312,13597.7,10560.3,12068
002610.SZ,0.0510764,942.037,37301.9,35361.4,23869
002550.SZ,0.146275,-154.129,27837.1,23763.9,15224
002391.SZ,0.0304541,53.3689,2722.67,2639.46,9479
300404.SZ,0.093356,251.095,17422.9,15791.5,11768
300309.SZ,0.196957,-262.426,9105.82,7303.39,6163
300830.SZ,0.0239558,-258.531,2037.3,1979.76,7473
000682.SZ,0.251884,-1.55151,12424.4,9294.89,13523
000690.SZ,0.359849,954.386,15583.6,9939.63,16103
